"Year","GEO","DGUID","Gender (3a)","Economic family characteristics of persons (13)","Statistics (6C)","Age (8)","Individual MBM poverty status (7)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","0 to 5 years","Average poverty gap ratio (%)","","0","units","0","","2354.1.1.1.3.7","0.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","6 to 17 years","Total - Individual MBM poverty status","","0","units","0","","2354.1.1.1.4.1","1460","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","6 to 17 years","Poverty status - applicable","","0","units","0","","2354.1.1.1.4.3","1460","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","6 to 17 years","In poverty","","0","units","0","","2354.1.1.1.4.4","65","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","6 to 17 years","Not in poverty","","0","units","0","","2354.1.1.1.4.5","1395","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","6 to 17 years","Poverty rate (%)","","0","units","0","","2354.1.1.1.4.6","4.5","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","6 to 17 years","Average poverty gap ratio (%)","","0","units","0","","2354.1.1.1.4.7","25.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","18 to 24 years","Total - Individual MBM poverty status","","0","units","0","","2354.1.1.1.5.1","570","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","18 to 24 years","Poverty status - applicable","","0","units","0","","2354.1.1.1.5.3","570","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","18 to 24 years","In poverty","","0","units","0","","2354.1.1.1.5.4","25","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","18 to 24 years","Not in poverty","","0","units","0","","2354.1.1.1.5.5","545","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","18 to 24 years","Poverty rate (%)","","0","units","0","","2354.1.1.1.5.6","4.4","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","18 to 24 years","Average poverty gap ratio (%)","","0","units","0","","2354.1.1.1.5.7","52.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","25 to 54 years","Total - Individual MBM poverty status","","0","units","0","","2354.1.1.1.6.1","3495","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","25 to 54 years","Poverty status - applicable","","0","units","0","","2354.1.1.1.6.3","3495","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","25 to 54 years","In poverty","","0","units","0","","2354.1.1.1.6.4","100","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","25 to 54 years","Not in poverty","","0","units","0","","2354.1.1.1.6.5","3390","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","25 to 54 years","Poverty rate (%)","","0","units","0","","2354.1.1.1.6.6","2.9","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","25 to 54 years","Average poverty gap ratio (%)","","0","units","0","","2354.1.1.1.6.7","43.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","55 to 64 years","Total - Individual MBM poverty status","","0","units","0","","2354.1.1.1.7.1","1670","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","55 to 64 years","Poverty status - applicable","","0","units","0","","2354.1.1.1.7.3","1670","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","55 to 64 years","In poverty","","0","units","0","","2354.1.1.1.7.4","125","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","55 to 64 years","Not in poverty","","0","units","0","","2354.1.1.1.7.5","1545","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","55 to 64 years","Poverty rate (%)","","0","units","0","","2354.1.1.1.7.6","7.5","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","55 to 64 years","Average poverty gap ratio (%)","","0","units","0","","2354.1.1.1.7.7","45.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","65 years and over","Total - Individual MBM poverty status","","0","units","0","","2354.1.1.1.8.1","1885","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","65 years and over","Poverty status - applicable","","0","units","0","","2354.1.1.1.8.3","1885","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","65 years and over","In poverty","","0","units","0","","2354.1.1.1.8.4","25","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","65 years and over","Not in poverty","","0","units","0","","2354.1.1.1.8.5","1860","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","65 years and over","Poverty rate (%)","","0","units","0","","2354.1.1.1.8.6","1.3","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2020","65 years and over","Average poverty gap ratio (%)","","0","units","0","","2354.1.1.1.8.7","34.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","Total - Age","Total - Individual MBM poverty status","","0","units","0","","2354.1.1.4.1.1","8620","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","Total - Age","Poverty status - applicable","","0","units","0","","2354.1.1.4.1.3","8620","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","Total - Age","In poverty","","0","units","0","","2354.1.1.4.1.4","660","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","Total - Age","Not in poverty","","0","units","0","","2354.1.1.4.1.5","7955","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","Total - Age","Poverty rate (%)","","0","units","0","","2354.1.1.4.1.6","7.7","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","Total - Age","Average poverty gap ratio (%)","","0","units","0","","2354.1.1.4.1.7","40.5","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 17 years","Total - Individual MBM poverty status","","0","units","0","","2354.1.1.4.2.1","1735","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 17 years","Poverty status - applicable","","0","units","0","","2354.1.1.4.2.3","1735","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 17 years","In poverty","","0","units","0","","2354.1.1.4.2.4","205","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 17 years","Not in poverty","","0","units","0","","2354.1.1.4.2.5","1530","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 17 years","Poverty rate (%)","","0","units","0","","2354.1.1.4.2.6","11.8","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 17 years","Average poverty gap ratio (%)","","0","units","0","","2354.1.1.4.2.7","40.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 5 years","Total - Individual MBM poverty status","","0","units","0","","2354.1.1.4.3.1","525","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 5 years","Poverty status - applicable","","0","units","0","","2354.1.1.4.3.3","525","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 5 years","In poverty","","0","units","0","","2354.1.1.4.3.4","40","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 5 years","Not in poverty","","0","units","0","","2354.1.1.4.3.5","485","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 5 years","Poverty rate (%)","","0","units","0","","2354.1.1.4.3.6","7.6","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","0 to 5 years","Average poverty gap ratio (%)","","0","units","0","","2354.1.1.4.3.7","25.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","6 to 17 years","Total - Individual MBM poverty status","","0","units","0","","2354.1.1.4.4.1","1210","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","6 to 17 years","Poverty status - applicable","","0","units","0","","2354.1.1.4.4.3","1210","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","6 to 17 years","In poverty","","0","units","0","","2354.1.1.4.4.4","165","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","6 to 17 years","Not in poverty","","0","units","0","","2354.1.1.4.4.5","1045","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","6 to 17 years","Poverty rate (%)","","0","units","0","","2354.1.1.4.4.6","13.6","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","6 to 17 years","Average poverty gap ratio (%)","","0","units","0","","2354.1.1.4.4.7","43.6","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","18 to 24 years","Total - Individual MBM poverty status","","0","units","0","","2354.1.1.4.5.1","715","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","18 to 24 years","Poverty status - applicable","","0","units","0","","2354.1.1.4.5.3","715","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","18 to 24 years","In poverty","","0","units","0","","2354.1.1.4.5.4","50","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","18 to 24 years","Not in poverty","","0","units","0","","2354.1.1.4.5.5","665","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","18 to 24 years","Poverty rate (%)","","0","units","0","","2354.1.1.4.5.6","7.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","18 to 24 years","Average poverty gap ratio (%)","","0","units","0","","2354.1.1.4.5.7","33.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","25 to 54 years","Total - Individual MBM poverty status","","0","units","0","","2354.1.1.4.6.1","3165","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","25 to 54 years","Poverty status - applicable","","0","units","0","","2354.1.1.4.6.3","3165","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","25 to 54 years","In poverty","","0","units","0","","2354.1.1.4.6.4","200","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","25 to 54 years","Not in poverty","","0","units","0","","2354.1.1.4.6.5","2965","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","25 to 54 years","Poverty rate (%)","","0","units","0","","2354.1.1.4.6.6","6.3","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","25 to 54 years","Average poverty gap ratio (%)","","0","units","0","","2354.1.1.4.6.7","48.4","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","55 to 64 years","Total - Individual MBM poverty status","","0","units","0","","2354.1.1.4.7.1","1495","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","55 to 64 years","Poverty status - applicable","","0","units","0","","2354.1.1.4.7.3","1495","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","55 to 64 years","In poverty","","0","units","0","","2354.1.1.4.7.4","140","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","55 to 64 years","Not in poverty","","0","units","0","","2354.1.1.4.7.5","1355","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","55 to 64 years","Poverty rate (%)","","0","units","0","","2354.1.1.4.7.6","9.4","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","55 to 64 years","Average poverty gap ratio (%)","","0","units","0","","2354.1.1.4.7.7","42.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","65 years and over","Total - Individual MBM poverty status","","0","units","0","","2354.1.1.4.8.1","1510","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","65 years and over","Poverty status - applicable","","0","units","0","","2354.1.1.4.8.3","1510","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","65 years and over","In poverty","","0","units","0","","2354.1.1.4.8.4","65","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","65 years and over","Not in poverty","","0","units","0","","2354.1.1.4.8.5","1440","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","65 years and over","Poverty rate (%)","","0","units","0","","2354.1.1.4.8.6","4.3","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Total - Gender","Total - Persons by selected economic family characteristics","2015","65 years and over","Average poverty gap ratio (%)","","0","units","0","","2354.1.1.4.8.7","22.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","Total - Age","Total - Individual MBM poverty status","","0","units","0","","2354.2.1.1.1.1","4890","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","Total - Age","Poverty status - applicable","","0","units","0","","2354.2.1.1.1.3","4890","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","Total - Age","In poverty","","0","units","0","","2354.2.1.1.1.4","165","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","Total - Age","Not in poverty","","0","units","0","","2354.2.1.1.1.5","4725","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","Total - Age","Poverty rate (%)","","0","units","0","","2354.2.1.1.1.6","3.4","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","Total - Age","Average poverty gap ratio (%)","","0","units","0","","2354.2.1.1.1.7","38.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","0 to 17 years","Total - Individual MBM poverty status","","0","units","0","","2354.2.1.1.2.1","1140","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","0 to 17 years","Poverty status - applicable","","0","units","0","","2354.2.1.1.2.3","1140","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","0 to 17 years","In poverty","","0","units","0","","2354.2.1.1.2.4","30","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","0 to 17 years","Not in poverty","","0","units","0","","2354.2.1.1.2.5","1110","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","0 to 17 years","Poverty rate (%)","","0","units","0","","2354.2.1.1.2.6","2.6","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","0 to 17 years","Average poverty gap ratio (%)","","0","units","0","","2354.2.1.1.2.7","0.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","0 to 5 years","Total - Individual MBM poverty status","","0","units","0","","2354.2.1.1.3.1","400","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","0 to 5 years","Poverty status - applicable","","0","units","0","","2354.2.1.1.3.3","400","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","0 to 5 years","Not in poverty","","0","units","0","","2354.2.1.1.3.5","395","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","0 to 5 years","Poverty rate (%)","","0","units","0","","2354.2.1.1.3.6","0.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","0 to 5 years","Average poverty gap ratio (%)","","0","units","0","","2354.2.1.1.3.7","0.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","6 to 17 years","Total - Individual MBM poverty status","","0","units","0","","2354.2.1.1.4.1","740","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","6 to 17 years","Poverty status - applicable","","0","units","0","","2354.2.1.1.4.3","740","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","6 to 17 years","In poverty","","0","units","0","","2354.2.1.1.4.4","25","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","6 to 17 years","Not in poverty","","0","units","0","","2354.2.1.1.4.5","715","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","6 to 17 years","Poverty rate (%)","","0","units","0","","2354.2.1.1.4.6","3.4","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","6 to 17 years","Average poverty gap ratio (%)","","0","units","0","","2354.2.1.1.4.7","0.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","18 to 24 years","Total - Individual MBM poverty status","","0","units","0","","2354.2.1.1.5.1","295","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","18 to 24 years","Poverty status - applicable","","0","units","0","","2354.2.1.1.5.3","295","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","18 to 24 years","Not in poverty","","0","units","0","","2354.2.1.1.5.5","280","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","18 to 24 years","Poverty rate (%)","","0","units","0","","2354.2.1.1.5.6","0.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","18 to 24 years","Average poverty gap ratio (%)","","0","units","0","","2354.2.1.1.5.7","0.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","25 to 54 years","Total - Individual MBM poverty status","","0","units","0","","2354.2.1.1.6.1","1720","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","25 to 54 years","Poverty status - applicable","","0","units","0","","2354.2.1.1.6.3","1720","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","25 to 54 years","In poverty","","0","units","0","","2354.2.1.1.6.4","35","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","25 to 54 years","Not in poverty","","0","units","0","","2354.2.1.1.6.5","1680","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","25 to 54 years","Poverty rate (%)","","0","units","0","","2354.2.1.1.6.6","2.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","25 to 54 years","Average poverty gap ratio (%)","","0","units","0","","2354.2.1.1.6.7","48.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","55 to 64 years","Total - Individual MBM poverty status","","0","units","0","","2354.2.1.1.7.1","825","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","55 to 64 years","Poverty status - applicable","","0","units","0","","2354.2.1.1.7.3","825","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","55 to 64 years","In poverty","","0","units","0","","2354.2.1.1.7.4","70","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","55 to 64 years","Not in poverty","","0","units","0","","2354.2.1.1.7.5","755","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","55 to 64 years","Poverty rate (%)","","0","units","0","","2354.2.1.1.7.6","8.5","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","55 to 64 years","Average poverty gap ratio (%)","","0","units","0","","2354.2.1.1.7.7","44.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","65 years and over","Total - Individual MBM poverty status","","0","units","0","","2354.2.1.1.8.1","920","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","65 years and over","Poverty status - applicable","","0","units","0","","2354.2.1.1.8.3","920","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","65 years and over","Not in poverty","","0","units","0","","2354.2.1.1.8.5","905","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","65 years and over","Poverty rate (%)","","0","units","0","","2354.2.1.1.8.6","0.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2020","65 years and over","Average poverty gap ratio (%)","","0","units","0","","2354.2.1.1.8.7","0.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2015","Total - Age","Total - Individual MBM poverty status","","0","units","0","","2354.2.1.4.1.1","4325","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2015","Total - Age","Poverty status - applicable","","0","units","0","","2354.2.1.4.1.3","4325","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2015","Total - Age","In poverty","","0","units","0","","2354.2.1.4.1.4","320","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2015","Total - Age","Not in poverty","","0","units","0","","2354.2.1.4.1.5","4005","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2015","Total - Age","Poverty rate (%)","","0","units","0","","2354.2.1.4.1.6","7.4","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2015","Total - Age","Average poverty gap ratio (%)","","0","units","0","","2354.2.1.4.1.7","41.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2015","0 to 17 years","Total - Individual MBM poverty status","","0","units","0","","2354.2.1.4.2.1","885","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2015","0 to 17 years","Poverty status - applicable","","0","units","0","","2354.2.1.4.2.3","885","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2015","0 to 17 years","In poverty","","0","units","0","","2354.2.1.4.2.4","100","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2015","0 to 17 years","Not in poverty","","0","units","0","","2354.2.1.4.2.5","785","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2015","0 to 17 years","Poverty rate (%)","","0","units","0","","2354.2.1.4.2.6","11.3","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2015","0 to 17 years","Average poverty gap ratio (%)","","0","units","0","","2354.2.1.4.2.7","42.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2015","0 to 5 years","Total - Individual MBM poverty status","","0","units","0","","2354.2.1.4.3.1","270","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2015","0 to 5 years","Poverty status - applicable","","0","units","0","","2354.2.1.4.3.3","270","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2015","0 to 5 years","Not in poverty","","0","units","0","","2354.2.1.4.3.5","250","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2015","0 to 5 years","Poverty rate (%)","","0","units","0","","2354.2.1.4.3.6","0.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2015","0 to 5 years","Average poverty gap ratio (%)","","0","units","0","","2354.2.1.4.3.7","0.0","","","","1"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2015","6 to 17 years","Total - Individual MBM poverty status","","0","units","0","","2354.2.1.4.4.1","620","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2015","6 to 17 years","Poverty status - applicable","","0","units","0","","2354.2.1.4.4.3","620","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2015","6 to 17 years","In poverty","","0","units","0","","2354.2.1.4.4.4","80","","","","0"
"2021","Cavan Monaghan","2021A00053515013","Men+","Total - Persons by selected economic family characteristics","2015","6 to 17 years","Not in poverty","","0","units","0","","2354.2.1.4.4.5","535","","","","0"
